City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Verkhoyansk,RU,2022-01-23 21:05:37,67.5447,133.385,-17.82,99,100,1.57
293,Gamba,GA,2022-01-23 21:05:37,-2.65,10.0,76.26,89,5,4.59
294,Nara,JP,2022-01-23 21:04:24,34.6851,135.8049,42.26,89,100,3.76
295,Castro,BR,2022-01-23 21:05:38,-24.7911,-50.0119,83.61,58,1,1.92
296,San Pedro De Macoris,DO,2022-01-23 21:05:39,18.4616,-69.2972,84.81,65,31,9.4
297,Dharchula,IN,2022-01-23 21:05:39,29.85,80.5333,44.35,97,98,1.83
298,Nushki,PK,2022-01-23 21:05:39,29.5542,66.0215,38.66,48,0,1.88
299,Grindavik,IS,2022-01-23 21:05:40,63.8424,-22.4338,30.67,74,75,19.57
300,Vardo,NO,2022-01-23 21:03:09,70.3705,31.1107,40.75,81,0,28.77
301,Codrington,AU,2022-01-23 21:05:40,-38.2667,141.9667,75.85,40,100,5.35
302,Francisco Beltrao,BR,2022-01-23 21:01:41,-26.0811,-53.055,80.64,67,91,8.3
303,Almora,IN,2022-01-23 21:05:41,29.6167,79.6667,40.82,97,95,3.44
304,Caravelas,BR,2022-01-23 21:05:42,-17.7125,-39.2481,78.13,75,40,5.59
305,Robertsport,LR,2022-01-23 21:05:42,6.7533,-11.3686,80.6,79,2,9.13
306,Batagay-Alyta,RU,2022-01-23 21:05:43,67.8006,130.4114,-12.26,90,100,1.59
307,Mount Gambier,AU,2022-01-23 21:00:56,-37.8333,140.7667,72.55,39,70,3.65
308,Bandarbeyla,SO,2022-01-23 21:05:43,9.4942,50.8122,74.8,70,1,17.2
309,Quebo,GW,2022-01-23 21:05:44,11.3333,-14.9333,72.59,81,39,4.79
310,Soanierana Ivongo,MG,2022-01-23 21:05:44,-16.9167,49.5833,77.34,92,100,6.02
311,Khowst,AF,2022-01-23 21:05:45,33.3833,69.8833,36.54,46,0,5.21
312,Beringovskiy,RU,2022-01-23 21:05:45,63.05,179.3167,-19.14,97,81,5.12
313,Baruun-Urt,MN,2022-01-23 21:05:46,46.6806,113.2792,1.9,98,99,2.89
314,Puerto Carreno,CO,2022-01-23 21:05:46,6.189,-67.4859,94.6,30,100,3.87
315,Khromtau,KZ,2022-01-23 21:05:47,50.2503,58.4347,-4.83,95,14,7.9
316,Tynda,RU,2022-01-23 21:06:47,55.1667,124.7167,-19.7,99,7,3.49
317,Sitka,US,2022-01-23 21:06:47,57.0531,-135.33,39.09,93,100,0.0
318,Luderitz,NA,2022-01-23 21:06:48,-26.6481,15.1594,77.83,60,59,10.74
319,Husavik,IS,2022-01-23 21:06:48,66.0449,-17.3389,20.95,66,51,22.24
320,Kavieng,PG,2022-01-23 21:06:49,-2.5744,150.7967,82.11,72,42,4.27
321,Bilibino,RU,2022-01-23 21:06:49,68.0546,166.4372,-28.17,96,100,4.27
322,Vestmannaeyjar,IS,2022-01-23 21:06:49,63.4427,-20.2734,36.3,65,100,34.61
323,Preobrazheniye,RU,2022-01-23 21:06:50,42.9019,133.9064,15.19,63,0,9.28
324,Nizhniy Kuranakh,RU,2022-01-23 21:06:50,58.8353,125.4869,-6.86,100,100,3.0
325,Baiyin,CN,2022-01-23 21:06:51,36.5583,104.2081,23.68,60,40,4.23
326,Padang,ID,2022-01-23 21:06:51,-0.9492,100.3543,76.41,86,96,3.83
327,Cabo San Lucas,MX,2022-01-23 21:04:09,22.8909,-109.9124,75.61,64,100,3.0
328,Khartoum,SD,2022-01-23 21:06:52,15.5518,32.5324,69.93,18,98,17.92
329,Lagos,NG,2022-01-23 21:06:13,6.5833,3.75,76.01,86,3,3.87
330,Melendugno,IT,2022-01-23 21:06:52,40.2747,18.3368,47.86,49,41,25.3
331,Picton,AU,2022-01-23 21:06:53,-34.1833,150.6,67.84,84,100,1.59
332,Lindau,DE,2022-01-23 21:06:53,47.55,9.6833,35.8,90,18,1.14
333,Paamiut,GL,2022-01-23 21:06:53,61.994,-49.6678,22.82,71,100,14.97
334,Dandong,CN,2022-01-23 21:06:54,40.1292,124.3947,17.67,64,74,6.64
335,Lukovetskiy,RU,2022-01-23 21:06:54,64.2956,41.9211,17.58,94,100,9.17
336,Grivenskaya,RU,2022-01-23 21:06:55,45.6473,38.176,30.72,98,100,10.49
337,Sabha,LY,2022-01-23 21:06:55,27.0377,14.4283,50.02,44,0,7.61
338,Usevya,TZ,2022-01-23 21:06:55,-7.1,31.2333,66.04,96,100,2.57
339,Kamaishi,JP,2022-01-23 21:06:56,39.2667,141.8833,34.34,81,36,8.37
340,Grand-Lahou,CI,2022-01-23 21:06:56,5.1367,-5.0242,78.71,84,0,7.81
341,Tuatapere,NZ,2022-01-23 21:06:57,-46.1333,167.6833,55.81,63,71,1.92
342,Mount Pleasant,US,2022-01-23 21:02:43,32.7941,-79.8626,55.0,52,0,1.99
343,Tarakan,ID,2022-01-23 21:06:57,3.3,117.6333,76.5,94,20,0.0
344,Ketchikan,US,2022-01-23 21:06:58,55.3422,-131.6461,45.07,93,100,8.05
345,Szecseny,HU,2022-01-23 21:06:58,48.0806,19.5202,26.58,65,18,2.75
346,Aden,YE,2022-01-23 21:05:47,12.7794,45.0367,76.6,71,91,12.35
347,Dunedin,NZ,2022-01-23 21:05:31,-45.8742,170.5036,55.8,79,100,1.99
348,Ancud,CL,2022-01-23 21:06:59,-41.8697,-73.8203,64.42,75,73,10.8
349,Haines Junction,CA,2022-01-23 21:06:59,60.7522,-137.5108,29.12,95,98,3.6
350,Christchurch,NZ,2022-01-23 21:07:00,-43.5333,172.6333,62.02,87,75,1.99
351,Farmington,US,2022-01-23 21:07:00,36.7281,-108.2187,51.21,30,0,8.05
352,Bousso,TD,2022-01-23 21:07:00,10.4795,16.7117,72.97,17,15,7.72
353,Giyani,ZA,2022-01-23 21:07:01,-23.3025,30.7187,71.91,66,58,10.42
354,Yaan,NG,2022-01-23 21:07:01,7.3833,8.5667,82.04,15,12,5.84
355,Tigzirt,DZ,2022-01-23 21:07:02,36.8886,4.1198,50.65,69,15,8.34
356,Abaza,RU,2022-01-23 21:07:02,52.655,90.0928,2.12,97,100,3.6
357,Santa Cruz,BO,2022-01-23 21:05:32,-17.8,-63.1667,85.46,74,40,16.11
358,Balkhash,KZ,2022-01-23 21:07:03,46.844,74.9804,10.9,80,100,8.01
359,Achinsk,RU,2022-01-23 21:06:00,56.2694,90.4993,0.34,99,93,2.95
360,Vila Velha,BR,2022-01-23 21:03:12,-20.3297,-40.2925,82.35,78,20,3.0
361,Qinhuangdao,CN,2022-01-23 21:07:03,39.9317,119.5883,23.95,38,100,1.59
362,Sorong,ID,2022-01-23 21:07:04,-0.8833,131.25,78.06,87,100,6.55
363,Xunchang,CN,2022-01-23 21:07:04,28.4543,104.715,48.02,94,100,3.8
364,Kinkala,CG,2022-01-23 21:07:05,-4.3614,14.7644,72.95,83,88,2.95
365,Lafiagi,NG,2022-01-23 21:08:05,8.8667,5.4167,83.34,18,0,2.75
366,Lixourion,GR,2022-01-23 21:08:06,38.2019,20.4314,45.54,54,37,23.0
367,Igrim,RU,2022-01-23 21:08:06,63.1906,64.4162,-6.66,100,95,3.69
368,Riacho De Santana,BR,2022-01-23 21:08:07,-13.6092,-42.9389,74.89,81,43,5.19
369,Platanos,GR,2022-01-23 21:08:07,37.6667,21.6167,42.08,72,65,6.78
370,Kozhva,RU,2022-01-23 21:08:08,65.1073,57.0459,9.64,93,98,9.62
371,Kutum,SD,2022-01-23 21:08:08,14.2,24.6667,61.54,14,12,8.57
372,Pinawa,CA,2022-01-23 21:08:08,50.1489,-95.8811,4.6,89,100,6.29
373,Murakami,JP,2022-01-23 21:08:09,38.2333,139.4833,36.79,75,100,8.97
374,Port Hedland,AU,2022-01-23 21:08:09,-20.3167,118.5667,82.45,94,70,5.75
375,Port-Gentil,GA,2022-01-23 21:08:10,-0.7193,8.7815,79.9,79,46,13.04
376,Stornoway,GB,2022-01-23 21:08:10,58.2093,-6.3865,46.92,92,75,7.0
377,Moerai,PF,2022-01-23 21:08:10,-22.4333,-151.3333,79.84,84,100,21.16
378,Aswan,EG,2022-01-23 21:08:11,24.0934,32.907,53.65,32,3,10.22
379,Indianola,US,2022-01-23 21:08:11,41.3581,-93.5574,17.91,69,100,5.17
380,Buraydah,SA,2022-01-23 21:08:12,26.326,43.975,62.56,49,3,9.69
381,Zhangye,CN,2022-01-23 21:08:12,38.9342,100.4517,18.86,62,0,0.63
382,Xining,CN,2022-01-23 21:04:50,36.6167,101.7667,18.57,65,2,0.25
383,Kichera,RU,2022-01-23 21:08:13,55.9375,110.0997,-2.72,81,5,4.74
384,Sawtell,AU,2022-01-23 21:08:13,-30.3833,153.1,70.18,83,75,8.05
385,Dzhebariki-Khaya,RU,2022-01-23 21:08:14,62.2167,135.8,-38.74,100,66,0.4
386,Vestmanna,FO,2022-01-23 21:08:14,62.1564,-7.1664,38.32,70,100,23.02
387,Slonim,BY,2022-01-23 21:08:15,53.0867,25.3219,10.15,97,55,3.65
388,Deer Lake,CA,2022-01-23 21:04:16,49.1667,-57.4316,15.22,93,89,3.24
389,Saurimo,AO,2022-01-23 21:08:16,-9.6608,20.3916,64.76,95,100,1.34
390,Moorhead,US,2022-01-23 21:07:31,46.8739,-96.7676,3.07,81,100,10.0
391,Lazaro Cardenas,MX,2022-01-23 21:08:17,17.9583,-102.2,82.87,54,48,10.71
392,Sao Joao Da Barra,BR,2022-01-23 21:08:17,-21.6403,-41.0511,82.49,78,17,11.21
393,Vila,PT,2022-01-23 21:08:17,42.0304,-8.1588,39.94,73,0,2.55
394,Lorengau,PG,2022-01-23 21:08:18,-2.0226,147.2712,82.47,79,89,11.61
395,Champerico,GT,2022-01-23 21:08:18,14.3,-91.9167,93.29,61,2,11.54
396,Chapais,CA,2022-01-23 21:08:19,49.7834,-74.8492,-7.82,90,100,6.87
397,Taihe,CN,2022-01-23 21:08:19,30.8712,105.3845,46.24,86,99,6.87
398,Waddan,LY,2022-01-23 21:08:20,29.1614,16.139,49.89,60,3,4.36
399,Yabrud,SY,2022-01-23 21:07:47,33.9674,36.6574,28.06,90,51,3.31
400,Mabaruma,GY,2022-01-23 21:08:20,8.2,-59.7833,79.03,69,6,5.84
401,Eyl,SO,2022-01-23 21:08:20,7.9803,49.8164,74.55,69,99,16.73
402,Nantucket,US,2022-01-23 21:03:47,41.2835,-70.0995,35.71,73,91,20.15
403,Portland,US,2022-01-23 21:08:01,45.5234,-122.6762,55.51,69,35,8.01
404,Erzin,TR,2022-01-23 21:08:21,36.9559,36.2,38.12,77,48,6.17
405,Chuy,UY,2022-01-23 21:08:22,-33.6971,-53.4616,77.88,86,87,11.14
406,Abilene,US,2022-01-23 21:08:22,32.4487,-99.7331,63.18,38,0,5.01
407,Oktyabrskiy,RU,2022-01-23 21:08:23,54.4815,53.471,12.36,89,100,3.15
408,Yumen,CN,2022-01-23 21:08:23,40.2833,97.2,18.16,54,6,2.48
409,Channel-Port Aux Basques,CA,2022-01-23 21:08:23,47.5702,-59.1367,26.6,69,100,13.76
410,Santa Catarina De Tepehuanes,MX,2022-01-23 21:08:24,25.35,-105.7333,64.42,34,44,26.57
411,Yerbogachen,RU,2022-01-23 21:08:24,61.2767,108.0108,-13.54,100,99,4.27
412,Zhongshu,CN,2022-01-23 21:09:25,24.5167,103.7667,41.68,89,0,3.36
413,Binzhou,CN,2022-01-23 21:05:44,37.3667,118.0167,26.22,60,100,4.07
414,Brainerd,US,2022-01-23 21:09:25,46.358,-94.2008,3.49,55,100,9.22
415,Zhigansk,RU,2022-01-23 21:09:26,66.7697,123.3711,-7.35,99,100,12.68
416,Ambanja,MG,2022-01-23 21:09:26,-13.6833,48.45,74.25,97,100,5.06
417,Deputatskiy,RU,2022-01-23 21:09:26,69.3,139.9,-22.5,98,99,5.57
418,Wanning,CN,2022-01-23 21:09:27,18.8003,110.3967,71.98,92,87,4.12
419,Saint-Pierre,RE,2022-01-23 21:09:27,-21.3393,55.4781,80.28,78,40,13.8
420,Bambous Virieux,MU,2022-01-23 21:09:28,-20.3428,57.7575,79.05,89,40,2.3
421,Tabory,RU,2022-01-23 21:09:28,58.5198,64.5495,10.74,95,99,4.52
422,Kosa,RU,2022-01-23 21:09:28,59.9445,54.9977,18.3,96,100,5.68
423,Benguela,AO,2022-01-23 21:09:29,-12.5763,13.4055,76.62,77,59,1.03
424,Buy,RU,2022-01-23 21:09:29,58.4786,41.53,-6.11,100,95,3.51
425,Zhanaozen,KZ,2022-01-23 21:09:30,43.3,52.8,31.12,67,100,24.79
426,Kupang,ID,2022-01-23 21:09:30,-10.1667,123.5833,79.25,84,100,10.98
427,Longyearbyen,SJ,2022-01-23 21:09:30,78.2186,15.6401,11.34,92,64,6.73
428,Kalmunai,LK,2022-01-23 21:08:13,7.4167,81.8167,72.05,78,80,3.44
429,Seoul,KR,2022-01-23 21:09:05,37.5683,126.9778,33.19,76,8,3.58
430,Tabou,CI,2022-01-23 21:09:31,4.423,-7.3528,79.14,83,0,7.76
431,Huaiyuan,CN,2022-01-23 21:09:32,32.973,117.1995,33.87,83,100,9.1
432,Teya,RU,2022-01-23 21:09:32,60.3778,92.6267,-7.31,100,99,2.68
433,Oriximina,BR,2022-01-23 21:09:32,-1.7656,-55.8661,80.42,88,94,2.42
434,Mapiri,BO,2022-01-23 21:09:33,-15.25,-68.1667,74.23,97,100,1.59
435,Santa Maria Da Boa Vista,BR,2022-01-23 21:09:33,-8.8078,-39.8256,88.56,35,73,3.22
436,Francisco Sa,BR,2022-01-23 21:09:34,-16.4758,-43.4883,75.94,78,50,1.97
437,Topolobampo,MX,2022-01-23 21:09:34,25.6,-109.05,76.05,49,100,0.0
438,Shu,KZ,2022-01-23 21:09:34,43.5983,73.7614,25.23,92,19,3.27
439,Aasiaat,GL,2022-01-23 21:09:35,68.7098,-52.8699,8.67,90,100,7.29
440,Lao Cai,VN,2022-01-23 21:09:35,22.4833,103.95,59.99,88,11,2.17
441,Yankton,US,2022-01-23 21:09:36,42.8711,-97.3973,26.85,68,100,13.8
442,Tigre,AR,2022-01-23 21:09:36,-34.426,-58.5796,80.55,69,100,4.61
443,Itumba,TZ,2022-01-23 21:09:36,-9.4,33.1833,62.44,99,99,1.97
444,Bedford,GB,2022-01-23 21:06:33,52.1346,-0.4663,42.66,81,100,5.79
445,Araioses,BR,2022-01-23 21:09:37,-2.89,-41.9031,84.18,74,20,16.11
446,Carauari,BR,2022-01-23 21:09:37,-4.8828,-66.8958,80.6,87,100,2.62
447,Luorong,CN,2022-01-23 21:09:38,24.4058,109.6086,51.19,84,98,9.22
448,Tual,ID,2022-01-23 21:09:38,-5.6667,132.75,82.94,77,100,13.33
449,Otautau,NZ,2022-01-23 21:09:39,-46.15,168.0,55.44,60,70,2.26
450,Palakkodu,IN,2022-01-23 21:09:39,12.3,78.0833,69.21,70,34,1.16
451,Pitea,SE,2022-01-23 21:08:01,65.3172,21.4794,45.09,77,72,14.25
452,Srivardhan,IN,2022-01-23 21:09:40,18.0333,73.0167,64.89,73,38,8.57
453,Salur,IN,2022-01-23 21:09:40,18.5333,83.2167,69.01,71,8,3.42
454,Vauvert,FR,2022-01-23 21:09:41,43.7,4.2833,39.61,80,0,4.61
455,Tabat,ID,2022-01-23 21:09:41,-2.635,115.2274,73.81,97,98,2.17
456,Sembe,CG,2022-01-23 21:09:42,1.6481,14.5806,75.74,38,69,0.58
457,Juneau,US,2022-01-23 21:09:42,58.3019,-134.4197,40.84,96,100,3.44
458,Antalaha,MG,2022-01-23 21:09:43,-14.9003,50.2788,75.07,91,97,3.91
459,Kondoa,TZ,2022-01-23 21:09:15,-4.9,35.7833,61.79,95,100,1.3
460,Katherine,AU,2022-01-23 21:10:43,-14.4667,132.2667,79.12,89,99,10.36
461,Lieksa,FI,2022-01-23 21:10:44,63.3167,30.0167,30.42,97,100,13.96
462,Mao,ES,2022-01-23 21:10:44,39.8885,4.2658,45.16,81,0,8.05
463,Digapahandi,IN,2022-01-23 21:10:44,19.3667,84.5833,69.31,75,11,3.62
464,Tazovskiy,RU,2022-01-23 21:10:45,67.4667,78.7,-8.57,100,100,4.21
465,The Valley,AI,2022-01-23 21:10:45,18.217,-63.0578,79.11,70,1,6.93
466,Valparaiso,CL,2022-01-23 21:10:46,-33.0393,-71.6273,83.84,40,0,16.11
467,Waldshut-Tiengen,DE,2022-01-23 21:10:46,47.6232,8.2172,36.05,94,37,4.97
468,Humaita,BR,2022-01-23 21:10:47,-7.5061,-63.0208,82.31,69,100,3.47
469,Homberg,DE,2022-01-23 21:10:47,51.0333,9.4,40.01,87,75,2.3
470,La Peca,PE,2022-01-23 21:10:47,-5.6111,-78.435,85.32,48,73,4.36
471,Barpathar,IN,2022-01-23 21:10:48,26.3,93.8667,58.69,81,99,1.68
472,Luba,GQ,2022-01-23 21:10:48,3.4568,8.5547,82.08,73,17,4.45
473,Iquitos,PE,2022-01-23 21:10:49,-3.7481,-73.2472,77.04,88,75,23.02
474,Bourail,NC,2022-01-23 21:10:49,-21.5667,165.4833,78.8,76,67,3.56
475,Castanheira De Pera,PT,2022-01-23 21:10:50,40.0072,-8.2105,47.12,80,0,3.74
476,Las Varas,MX,2022-01-23 21:10:50,21.1667,-105.1667,90.88,60,60,7.25
477,Farafangana,MG,2022-01-23 21:10:50,-22.8167,47.8333,76.8,90,66,13.91
478,Sao Jose Da Coroa Grande,BR,2022-01-23 21:10:51,-8.8978,-35.1478,80.85,69,37,12.08
479,Bubaque,GW,2022-01-23 21:10:51,11.2833,-15.8333,79.21,75,17,13.4
480,Vytegra,RU,2022-01-23 21:10:52,61.0064,36.4481,17.31,90,100,9.06
481,Ak-Dovurak,RU,2022-01-23 21:10:52,51.1833,90.6,-12.62,87,37,1.34
482,Nizhniy Ingash,RU,2022-01-23 21:10:53,56.2,96.53,6.19,98,100,0.81
483,Aksarka,RU,2022-01-23 21:10:53,66.5606,67.7975,1.11,97,65,10.65
484,Anadyr,RU,2022-01-23 21:10:54,64.75,177.4833,-17.52,75,40,8.95
485,Namibe,AO,2022-01-23 21:10:54,-15.1961,12.1522,75.38,85,91,8.14
486,Tortoli,IT,2022-01-23 21:10:54,39.9256,9.6572,40.98,76,0,4.43
487,Vanavara,RU,2022-01-23 21:10:55,60.34,102.2797,-8.39,100,100,1.99
488,San Angelo,US,2022-01-23 21:09:40,31.4638,-100.437,56.95,50,100,3.0
489,Tanout,NE,2022-01-23 21:08:09,14.9709,8.8879,60.8,18,17,12.62
490,Emba,KZ,2022-01-23 21:10:56,48.8264,58.1442,2.68,84,3,8.37
491,Joshimath,IN,2022-01-23 21:10:56,30.5667,79.5667,37.27,94,98,2.86
492,Necochea,AR,2022-01-23 21:10:56,-38.5473,-58.7368,72.23,50,91,8.32
493,Constitucion,CL,2022-01-23 21:10:57,-35.3333,-72.4167,67.1,65,0,20.98
494,Synya,RU,2022-01-23 21:10:57,65.3718,58.0387,10.11,92,90,11.01
495,Kanye,BW,2022-01-23 21:10:58,-24.9667,25.3327,63.61,47,40,5.01
496,Makakilo City,US,2022-01-23 21:10:58,21.3469,-158.0858,79.12,62,40,8.05
497,Greenville,US,2022-01-23 21:10:59,35.6127,-77.3663,46.33,52,0,6.91
498,Waingapu,ID,2022-01-23 21:10:59,-9.6567,120.2641,77.81,85,100,9.93
499,Oranjestad,AW,2022-01-23 21:10:59,12.524,-70.027,82.35,65,20,20.71
500,Evensk,RU,2022-01-23 21:11:00,61.95,159.2333,-18.44,80,75,7.2
501,Dezhou,CN,2022-01-23 21:11:00,37.4486,116.2925,27.45,57,100,3.6
502,Diffa,NE,2022-01-23 21:11:01,13.3154,12.6113,67.08,17,8,9.37
503,Mehamn,NO,2022-01-23 21:11:01,71.0357,27.8492,41.18,70,0,33.38
504,Ternate,ID,2022-01-23 21:11:01,0.8,127.4,79.83,83,98,5.86
505,Wajima,JP,2022-01-23 21:12:02,37.4,136.9,39.02,65,92,13.73
506,Paita,PE,2022-01-23 21:12:02,-5.0892,-81.1144,77.56,71,82,18.23
507,Roald,NO,2022-01-23 21:12:03,62.5833,6.1333,48.34,66,75,28.77
508,Kudligi,IN,2022-01-23 21:12:03,14.9,76.3833,62.76,94,99,6.58
509,Saint Anthony,US,2022-01-23 21:12:04,45.0205,-93.218,8.92,61,20,5.01
510,Jilib,SO,2022-01-23 21:12:04,0.4883,42.7854,76.78,76,5,12.21
511,Lo Arado,MX,2022-01-23 21:12:04,19.6167,-104.5833,79.36,25,89,7.81
512,Elk Point,US,2022-01-23 21:12:05,42.6833,-96.6836,27.64,51,99,11.99
513,Alihe,CN,2022-01-23 21:12:05,50.5667,123.7167,-7.51,98,69,3.18
514,Lamu,KE,2022-01-23 21:12:06,-2.2717,40.902,80.82,81,11,14.29
515,Baykit,RU,2022-01-23 21:12:06,61.67,96.37,-4.9,100,95,0.85
516,Chara,RU,2022-01-23 21:12:07,56.9064,118.2631,-13.43,78,10,1.39
517,Bisira,PA,2022-01-23 21:12:07,8.5196,-81.7115,67.48,68,85,7.9
518,Kurilsk,RU,2022-01-23 21:12:07,45.2333,147.8833,23.79,74,99,5.57
519,Darjiu,RO,2022-01-23 21:12:08,46.2,25.2,10.72,92,37,3.89
520,Orange,US,2022-01-23 21:10:23,33.7,-117.7675,77.49,26,0,1.99
521,Bathsheba,BB,2022-01-23 21:12:08,13.2167,-59.5167,81.21,65,40,16.11
522,Filingue,NE,2022-01-23 21:12:09,14.3521,3.3168,70.47,12,0,11.03
523,Posse,BR,2022-01-23 21:12:09,-14.0931,-46.3694,77.09,69,90,4.7
524,Brae,GB,2022-01-23 21:12:10,60.3964,-1.353,48.11,87,100,34.96
525,Faanui,PF,2022-01-23 21:12:10,-16.4833,-151.75,81.32,72,75,17.05
526,Bowen,AU,2022-01-23 21:10:06,-20.0167,148.2333,78.98,67,74,7.25
527,Tessalit,ML,2022-01-23 21:12:11,20.1986,1.0114,62.71,11,0,10.94
528,Mabay,PH,2022-01-23 21:12:11,6.0577,124.4666,78.33,85,99,4.97
529,Baghdad,IQ,2022-01-23 21:12:12,33.3406,44.4009,40.91,56,26,3.44
530,Lompoc,US,2022-01-23 21:11:33,34.6391,-120.4579,76.01,47,0,12.66
531,Victoria,HK,2022-01-23 21:10:35,22.2855,114.1577,68.95,93,78,1.01
532,Chalons-En-Champagne,FR,2022-01-23 21:12:12,48.9539,4.3672,36.34,93,4,7.11
533,Ca Mau,VN,2022-01-23 21:12:13,9.1769,105.15,72.37,91,0,0.98
534,Trinidad,BO,2022-01-23 21:12:13,-14.8333,-64.9,82.83,77,89,4.74
535,Gumdag,TM,2022-01-23 21:12:14,39.2061,54.5906,38.01,58,0,20.09
536,Polson,US,2022-01-23 21:12:14,47.6936,-114.1632,36.48,55,85,2.59
537,Delta Del Tigre,UY,2022-01-23 21:12:15,-34.7633,-56.3853,78.91,78,100,5.75
538,Mafeteng,LS,2022-01-23 21:12:15,-29.823,27.2374,64.06,41,1,5.79
539,Ust-Nera,RU,2022-01-23 21:12:15,64.5667,143.2,-24.84,99,100,2.77
540,Belgrade,RS,2022-01-23 21:12:16,44.804,20.4651,26.55,77,75,4.0
541,Bayburt,TR,2022-01-23 21:12:16,40.2589,40.2278,10.06,92,14,6.58
542,Killybegs,IE,2022-01-23 21:12:17,54.6333,-8.45,45.45,79,100,13.22
543,Tigil,RU,2022-01-23 21:12:17,57.8,158.6667,-2.94,99,100,3.06
